TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
CLE,CLE @ MIL,12/6/2021,L,48,104,35,90,38.9,15,46,32.6,19,20,95,7,32,39,27,10,8,4,17,-8
CHI,CHI vs. DEN,12/6/2021,W,48,109,41,91,45.1,13,35,37.1,14,20,70,13,42,55,25,11,4,7,15,12
GSW,GSW vs. ORL,12/6/2021,W,48,126,43,87,49.4,20,40,50,20,29,69,7,36,43,28,15,15,2,19,31
IND,IND vs. WAS,12/6/2021,W,48,116,43,82,52.4,9,23,39.1,21,22,95.5,13,27,40,25,16,10,10,20,6
LAC,LAC @ POR,12/6/2021,W,48,102,41,92,44.6,11,36,30.6,9,14,64.3,7,30,37,18,13,8,7,21,12
MIA,MIA vs. MEM,12/6/2021,L,48,90,35,76,46.1,6,22,27.3,14,17,82.4,7,29,36,26,23,11,6,19,-15
DEN,DEN @ CHI,12/6/2021,L,48,97,38,96,39.6,11,32,34.4,10,15,66.7,11,39,50,30,11,5,2,17,-12
LAL,LAL vs. BOS,12/7/2021,W,48,117,48,93,51.6,8,27,29.6,13,17,76.5,13,38,51,25,16,7,4,21,15
BOS,BOS @ LAL,12/7/2021,L,48,102,36,82,43.9,10,33,30.3,20,29,69,7,27,34,27,13,8,4,16,-15
DAL,DAL vs. BKN,12/7/2021,L,48,99,36,90,40,9,46,19.6,18,22,81.8,10,29,39,21,4,6,2,15,-3
BKN,BKN @ DAL,12/7/2021,W,48,102,42,83,50.6,8,26,30.8,10,13,76.9,8,42,50,28,12,3,4,22,3
SAS,SAS vs. NYK,12/7/2021,L,48,109,41,92,44.6,12,31,38.7,15,20,75,13,30,43,30,10,5,4,18,-12
NYK,NYK @ SAS,12/7/2021,W,48,121,43,91,47.3,18,38,47.4,17,19,89.5,17,35,52,22,11,7,5,19,12
BOS,BOS @ LAC,12/8/2021,L,48,111,41,86,47.7,10,32,31.3,19,21,90.5,14,33,47,26,23,11,3,21,-3
TOR,TOR vs. OKC,12/8/2021,L,48,109,42,93,45.2,15,41,36.6,10,15,66.7,13,33,46,27,13,6,5,19,-1
WAS,WAS @ DET,12/8/2021,W,53,119,42,88,47.7,12,32,37.5,23,28,82.1,13,32,45,27,17,6,8,21,3
IND,IND vs. NYK,12/8/2021,W,48,122,46,86,53.5,10,27,37,20,25,80,9,33,42,27,11,8,4,19,20
NOP,NOP vs. DEN,12/8/2021,L,53,114,47,90,52.2,11,30,36.7,9,12,75,10,36,46,32,25,8,5,22,-6
HOU,HOU vs. BKN,12/8/2021,W,48,114,40,81,49.4,14,41,34.1,20,29,69,9,29,38,23,14,9,9,23,10
DET,DET vs. WAS,12/8/2021,L,53,116,37,79,46.8,13,24,54.2,29,35,82.9,7,30,37,22,16,9,4,26,-3
NYK,NYK @ IND,12/8/2021,L,48,102,36,86,41.9,9,30,30,21,23,91.3,11,25,36,17,13,6,8,20,-20
MIL,MIL @ MIA,12/8/2021,L,48,104,36,85,42.4,12,39,30.8,20,27,74.1,12,29,41,18,19,11,4,20,-9
POR,POR @ GSW,12/8/2021,L,48,94,33,80,41.3,8,30,26.7,20,28,71.4,7,35,42,24,16,5,3,24,-10
GSW,GSW vs. POR,12/8/2021,W,48,104,33,83,39.8,14,46,30.4,24,31,77.4,10,37,47,22,16,9,3,19,10
CHI,CHI @ CLE,12/8/2021,L,48,92,35,84,41.7,7,26,26.9,15,21,71.4,11,26,37,21,18,6,3,17,-23
CLE,CLE vs. CHI,12/8/2021,W,48,115,44,80,55,13,28,46.4,14,16,87.5,5,37,42,28,16,10,8,22,23
PHI,PHI @ CHA,12/8/2021,W,48,110,36,75,48,13,34,38.2,25,30,83.3,8,28,36,23,17,6,4,21,4
UTA,UTA @ MIN,12/8/2021,W,48,136,50,88,56.8,25,54,46.3,11,15,73.3,6,42,48,26,15,6,4,20,32
ORL,ORL @ SAC,12/8/2021,L,48,130,48,97,49.5,16,34,47.1,18,23,78.3,17,26,43,29,13,2,5,18,-12
MIN,MIN vs. UTA,12/8/2021,L,48,104,38,95,40,17,47,36.2,11,17,64.7,9,28,37,19,16,9,3,17,-32
BKN,BKN @ HOU,12/8/2021,L,48,104,35,89,39.3,8,33,24.2,26,31,83.9,14,30,44,18,13,7,3,23,-10
DAL,DAL @ MEM,12/8/2021,W,48,104,37,77,48.1,12,33,36.4,18,23,78.3,10,37,47,24,19,5,6,21,8
MEM,MEM vs. DAL,12/8/2021,L,48,96,36,90,40,9,31,29,15,25,60,12,28,40,23,13,14,3,23,-8
OKC,OKC @ TOR,12/8/2021,W,48,110,38,84,45.2,17,40,42.5,17,20,85,7,33,40,28,14,12,3,18,1
CHA,CHA vs. PHI,12/8/2021,L,48,106,39,80,48.8,10,29,34.5,18,21,85.7,8,27,35,22,19,7,4,24,-4
SAC,SAC vs. ORL,12/8/2021,W,48,142,53,97,54.6,15,34,44.1,21,25,84,12,31,43,24,8,8,7,22,12
MIA,MIA vs. MIL,12/8/2021,W,48,113,40,77,51.9,22,47,46.8,11,12,91.7,6,36,42,32,22,6,6,23,9
LAC,LAC vs. BOS,12/8/2021,W,48,114,40,85,47.1,14,32,43.8,20,22,90.9,9,29,38,20,20,13,7,18,3
DEN,DEN @ NOP,12/8/2021,W,53,120,45,88,51.1,9,32,28.1,21,27,77.8,5,28,33,28,12,12,4,19,6
LAL,LAL @ MEM,12/9/2021,L,48,95,36,78,46.2,12,30,40,11,17,64.7,7,38,45,26,22,8,6,15,-13
UTA,UTA @ PHI,12/9/2021,W,48,118,43,91,47.3,15,40,37.5,17,24,70.8,16,36,52,22,12,7,5,14,22
DEN,DEN @ SAS,12/9/2021,L,48,111,42,94,44.7,15,39,38.5,12,13,92.3,5,28,33,29,9,7,5,21,-12
PHI,PHI vs. UTA,12/9/2021,L,48,96,38,88,43.2,6,33,18.2,14,15,93.3,6,28,34,17,12,9,4,20,-22
SAS,SAS vs. DEN,12/9/2021,W,48,123,46,88,52.3,15,35,42.9,16,22,72.7,14,40,54,32,14,5,7,21,12
MEM,MEM vs. LAL,12/9/2021,W,48,108,41,94,43.6,14,42,33.3,12,18,66.7,14,33,47,28,13,18,5,14,13
DET,DET @ NOP,12/10/2021,L,48,93,35,90,38.9,12,37,32.4,11,12,91.7,7,31,38,22,13,7,6,15,-16
LAL,LAL @ OKC,12/10/2021,W,48,116,41,87,47.1,19,42,45.2,15,20,75,12,35,47,23,16,12,3,14,21
PHX,PHX vs. BOS,12/10/2021,W,48,111,43,96,44.8,14,38,36.8,11,11,100,14,39,53,25,12,4,9,21,21
MIL,MIL @ HOU,12/10/2021,W,48,123,42,83,50.6,15,39,38.5,24,32,75,13,35,48,19,15,11,8,21,9
CHA,CHA vs. SAC,12/10/2021,W,48,124,48,87,55.2,14,35,40,14,20,70,11,28,39,29,16,9,8,20,1
ATL,ATL vs. BKN,12/10/2021,L,48,105,37,94,39.4,11,34,32.4,20,24,83.3,16,33,49,21,15,10,3,19,-8
BOS,BOS @ PHX,12/10/2021,L,48,90,35,93,37.6,4,26,15.4,16,24,66.7,15,31,46,13,13,7,6,17,-21
HOU,HOU vs. MIL,12/10/2021,L,48,114,42,89,47.2,19,46,41.3,11,20,55,12,28,40,30,16,9,4,28,-9
BKN,BKN @ ATL,12/10/2021,W,48,113,46,93,49.5,6,23,26.1,15,16,93.8,9,32,41,26,14,9,7,22,8
DAL,DAL @ IND,12/10/2021,L,48,93,39,84,46.4,4,29,13.8,11,12,91.7,12,25,37,18,14,7,2,18,-13
SAC,SAC @ CHA,12/10/2021,L,48,123,48,101,47.5,14,41,34.1,13,17,76.5,20,28,48,22,14,11,4,20,-1
OKC,OKC vs. LAL,12/10/2021,L,48,95,38,96,39.6,10,44,22.7,9,14,64.3,19,32,51,21,15,9,3,17,-21
TOR,TOR vs. NYK,12/10/2021,W,48,90,30,87,34.5,12,35,34.3,18,23,78.3,12,36,48,21,8,9,7,19,3
MIN,MIN vs. CLE,12/10/2021,L,48,106,36,92,39.1,11,39,28.2,23,28,82.1,10,30,40,24,14,9,5,19,-17
NOP,NOP vs. DET,12/10/2021,W,48,109,41,95,43.2,13,37,35.1,14,16,87.5,15,45,60,29,16,6,4,16,16
IND,IND vs. DAL,12/10/2021,W,48,106,41,87,47.1,13,36,36.1,11,12,91.7,13,31,44,28,13,7,3,19,13
CLE,CLE @ MIN,12/10/2021,W,48,123,46,85,54.1,13,33,39.4,18,22,81.8,6,41,47,34,17,8,7,23,17
NYK,NYK @ TOR,12/10/2021,L,48,87,29,81,35.8,9,34,26.5,20,24,83.3,14,41,55,18,15,4,2,17,-3
ORL,ORL @ LAC,12/11/2021,L,48,104,35,80,43.8,12,33,36.4,22,24,91.7,10,35,45,21,11,4,5,11,-2
CHI,CHI @ MIA,12/11/2021,L,48,92,31,83,37.3,17,40,42.5,13,20,65,7,27,34,22,16,5,3,15,-26
MEM,MEM vs. HOU,12/11/2021,W,48,113,40,80,50,11,29,37.9,22,36,61.1,9,29,38,22,11,10,3,24,7
CLE,CLE vs. SAC,12/11/2021,W,48,117,41,88,46.6,12,31,38.7,23,28,82.1,7,40,47,27,14,13,6,24,14
HOU,HOU @ MEM,12/11/2021,L,48,106,38,77,49.4,11,33,33.3,19,29,65.5,12,28,40,25,16,5,6,25,-7
SAS,SAS vs. DEN,12/11/2021,L,48,112,41,89,46.1,10,27,37,20,29,69,14,31,45,28,17,4,4,18,-15
WAS,WAS vs. UTA,12/11/2021,L,48,98,41,89,46.1,8,25,32,8,14,57.1,9,30,39,17,13,3,3,15,-25
SAC,SAC @ CLE,12/11/2021,L,48,103,41,93,44.1,7,28,25,14,22,63.6,11,37,48,19,17,8,6,21,-14
LAC,LAC vs. ORL,12/11/2021,W,48,106,42,92,45.7,18,36,50,4,6,66.7,12,33,45,27,8,7,1,17,2
DEN,DEN @ SAS,12/11/2021,W,48,127,47,93,50.5,20,43,46.5,13,14,92.9,10,31,41,33,12,9,8,25,15
PHI,PHI vs. GSW,12/11/2021,W,48,102,35,76,46.1,9,27,33.3,23,26,88.5,5,39,44,19,13,7,5,16,9
GSW,GSW @ PHI,12/11/2021,L,48,93,34,85,40,12,48,25,13,18,72.2,10,32,42,21,13,5,5,22,-9
MIA,MIA vs. CHI,12/11/2021,W,48,118,46,93,49.5,19,43,44.2,7,9,77.8,12,38,50,37,10,8,6,21,26
UTA,UTA @ WAS,12/11/2021,W,48,123,48,93,51.6,13,39,33.3,14,17,82.4,12,37,49,28,9,5,5,14,25
LAL,LAL vs. ORL,12/12/2021,W,48,106,41,84,48.8,13,28,46.4,11,17,64.7,6,38,44,24,14,12,11,17,12
MIN,MIN @ POR,12/12/2021,W,48,116,38,85,44.7,14,36,38.9,26,32,81.3,10,32,42,23,17,9,2,22,5
DAL,DAL @ OKC,12/12/2021,W,48,103,38,90,42.2,9,33,27.3,18,23,78.3,10,44,54,25,9,5,5,18,19
ORL,ORL @ LAL,12/12/2021,L,48,94,33,88,37.5,13,38,34.2,15,19,78.9,14,33,47,17,19,6,4,13,-12
DET,DET vs. BKN,12/12/2021,L,48,104,39,92,42.4,14,37,37.8,12,18,66.7,8,32,40,24,21,11,5,22,-12
BKN,BKN @ DET,12/12/2021,W,48,116,41,87,47.1,11,28,39.3,23,25,92,8,35,43,28,18,8,6,20,12
NYK,NYK vs. MIL,12/12/2021,L,48,97,35,82,42.7,17,49,34.7,10,13,76.9,8,29,37,27,17,12,2,16,-15
POR,POR vs. MIN,12/12/2021,L,48,111,37,81,45.7,18,48,37.5,19,28,67.9,12,33,45,25,19,9,8,25,-5
OKC,OKC vs. DAL,12/12/2021,L,48,84,30,80,37.5,13,37,35.1,11,16,68.8,3,36,39,19,11,3,7,25,-19
NOP,NOP @ SAS,12/12/2021,L,48,97,40,94,42.6,8,29,27.6,9,15,60,11,31,42,24,14,8,4,17,-15
MIL,MIL @ NYK,12/12/2021,W,48,112,42,88,47.7,14,41,34.1,14,17,82.4,12,34,46,27,15,11,1,12,15
SAS,SAS vs. NOP,12/12/2021,W,48,112,45,91,49.5,7,25,28,15,20,75,15,40,55,31,14,11,5,19,15
GSW,GSW @ IND,12/13/2021,W,48,102,42,84,50,8,30,26.7,10,14,71.4,9,38,47,21,18,6,6,25,2
TOR,TOR vs. SAC,12/13/2021,W,48,124,53,98,54.1,11,31,35.5,7,10,70,8,38,46,28,10,10,8,19,23
DAL,DAL vs. CHA,12/13/2021,W,48,120,43,83,51.8,19,41,46.3,15,17,88.2,14,36,50,28,13,4,8,19,24
MIL,MIL @ BOS,12/13/2021,L,48,103,40,90,44.4,11,36,30.6,12,15,80,11,34,45,22,14,8,3,14,-14
PHI,PHI @ MEM,12/13/2021,L,48,91,37,83,44.6,4,22,18.2,13,19,68.4,5,33,38,22,15,5,10,19,-35
IND,IND vs. GSW,12/13/2021,L,48,100,35,87,40.2,7,30,23.3,23,31,74.2,13,29,42,16,10,11,5,18,-2
MEM,MEM vs. PHI,12/13/2021,W,48,126,47,89,52.8,14,34,41.2,18,23,78.3,11,39,50,29,11,12,6,20,35
LAC,LAC vs. PHX,12/13/2021,W,48,111,43,78,55.1,9,21,42.9,16,23,69.6,8,37,45,24,17,5,7,20,16
BOS,BOS vs. MIL,12/13/2021,W,48,117,43,86,50,20,47,42.6,11,13,84.6,7,33,40,31,13,6,5,15,14
WAS,WAS @ DEN,12/13/2021,L,48,107,41,90,45.6,12,34,35.3,13,21,61.9,6,35,41,25,10,7,5,26,-6
CLE,CLE vs. MIA,12/13/2021,W,48,105,36,81,44.4,16,36,44.4,17,18,94.4,8,34,42,24,14,6,1,16,11
DEN,DEN vs. WAS,12/13/2021,W,48,113,37,79,46.8,10,32,31.3,29,33,87.9,4,45,49,26,13,8,2,19,6
SAC,SAC @ TOR,12/13/2021,L,48,101,38,94,40.4,11,34,32.4,14,21,66.7,19,34,53,21,17,5,4,16,-23
ATL,ATL vs. HOU,12/13/2021,L,48,126,42,85,49.4,15,39,38.5,27,31,87.1,8,32,40,20,12,9,6,26,-6
MIA,MIA @ CLE,12/13/2021,L,48,94,38,85,44.7,13,40,32.5,5,9,55.6,11,28,39,26,16,4,4,15,-11
CHA,CHA @ DAL,12/13/2021,L,48,96,34,86,39.5,13,37,35.1,15,24,62.5,18,20,38,22,10,8,2,18,-24
HOU,HOU @ ATL,12/13/2021,W,48,132,46,96,47.9,19,46,41.3,21,27,77.8,12,33,45,27,11,8,5,24,6
PHX,PHX @ LAC,12/13/2021,L,48,95,36,96,37.5,7,29,24.1,16,19,84.2,13,28,41,22,11,10,3,23,-16
BKN,BKN vs. TOR,12/14/2021,W,53,131,50,103,48.5,14,39,35.9,17,23,73.9,19,41,60,28,18,7,5,20,2
GSW,GSW @ NYK,12/14/2021,W,48,105,35,77,45.5,15,40,37.5,20,27,74.1,7,42,49,28,12,3,6,22,9
TOR,TOR @ BKN,12/14/2021,L,53,129,48,105,45.7,18,52,34.6,15,19,78.9,13,28,41,26,12,6,6,21,-2
NYK,NYK vs. GSW,12/14/2021,L,48,96,30,83,36.1,16,42,38.1,20,22,90.9,4,31,35,18,9,6,6,21,-9
PHX,PHX @ POR,12/14/2021,W,53,111,44,93,47.3,11,31,35.5,12,15,80,8,41,49,30,14,7,0,24,4
POR,POR vs. PHX,12/14/2021,L,53,107,40,96,41.7,13,41,31.7,14,22,63.6,12,36,48,23,14,7,3,18,-4
LAL,LAL @ DAL,12/15/2021,W,53,107,39,90,43.3,15,39,38.5,14,18,77.8,4,42,46,24,14,8,2,20,3
POR,POR vs. MEM,12/15/2021,L,48,103,31,82,37.8,15,38,39.5,26,28,92.9,5,33,38,18,15,9,6,21,-10
SAC,SAC vs. WAS,12/15/2021,W,48,119,45,82,54.9,8,26,30.8,21,29,72.4,6,33,39,25,11,7,6,21,14
CHA,CHA @ SAS,12/15/2021,W,48,131,51,86,59.3,18,34,52.9,11,16,68.8,9,39,48,34,13,3,4,16,16
CLE,CLE vs. HOU,12/15/2021,W,48,124,45,80,56.3,18,40,45,16,24,66.7,9,35,44,26,17,6,5,25,35
DEN,DEN vs. MIN,12/15/2021,L,48,107,38,84,45.2,14,39,35.9,17,23,73.9,9,33,42,33,18,5,3,15,-17
PHI,PHI vs. MIA,12/15/2021,L,48,96,35,79,44.3,12,37,32.4,14,17,82.4,4,31,35,26,11,9,5,19,-5
HOU,HOU @ CLE,12/15/2021,L,48,89,30,78,38.5,5,29,17.2,24,35,68.6,10,31,41,20,17,13,1,21,-35
ORL,ORL vs. ATL,12/15/2021,L,48,99,35,90,38.9,10,35,28.6,19,21,90.5,12,34,46,25,17,4,2,17,-12
SAS,SAS vs. CHA,12/15/2021,L,48,115,39,90,43.3,12,37,32.4,25,25,100,11,27,38,27,8,5,3,14,-16
WAS,WAS @ SAC,12/15/2021,L,48,105,42,89,47.2,5,24,20.8,16,21,76.2,7,32,39,20,11,8,3,22,-14
MIL,MIL vs. IND,12/15/2021,W,48,114,44,90,48.9,14,29,48.3,12,15,80,10,28,38,25,9,10,3,11,15
IND,IND @ MIL,12/15/2021,L,48,99,39,83,47,11,38,28.9,10,11,90.9,11,34,45,24,19,6,6,16,-15
UTA,UTA vs. LAC,12/15/2021,W,48,124,47,89,52.8,15,37,40.5,15,20,75,8,36,44,26,10,11,4,18,21
MIA,MIA @ PHI,12/15/2021,W,48,101,35,78,44.9,18,44,40.9,13,17,76.5,9,35,44,25,18,5,3,18,5
MEM,MEM @ POR,12/15/2021,W,48,113,39,82,47.6,11,32,34.4,24,30,80,11,42,53,22,16,10,5,21,10
OKC,OKC vs. NOP,12/15/2021,L,48,110,39,93,41.9,13,35,37.1,19,19,100,8,34,42,22,8,8,4,25,-3
LAC,LAC @ UTA,12/15/2021,L,48,103,40,85,47.1,10,30,33.3,13,20,65,8,34,42,24,16,6,5,22,-21
DAL,DAL vs. LAL,12/15/2021,L,53,104,39,98,39.8,12,44,27.3,14,17,82.4,8,43,51,22,11,4,3,21,-3
ATL,ATL @ ORL,12/15/2021,W,48,111,42,85,49.4,11,31,35.5,16,16,100,6,34,40,25,13,11,5,16,12
MIN,MIN @ DEN,12/15/2021,W,48,124,45,88,51.1,23,48,47.9,11,16,68.8,6,33,39,24,12,10,5,23,17
NOP,NOP @ OKC,12/15/2021,W,48,113,39,80,48.8,11,28,39.3,24,36,66.7,10,39,49,23,12,6,3,19,3
WAS,WAS @ PHX,12/16/2021,L,48,98,40,82,48.8,6,21,28.6,12,19,63.2,6,26,32,22,16,11,3,21,-20
DET,DET @ IND,12/16/2021,L,48,113,40,81,49.4,7,25,28,26,30,86.7,6,31,37,20,12,6,4,23,-9
BKN,BKN vs. PHI,12/16/2021,W,48,114,44,89,49.4,11,23,47.8,15,16,93.8,10,38,48,21,15,4,3,15,9
PHI,PHI @ BKN,12/16/2021,L,48,105,39,89,43.8,10,34,29.4,17,20,85,5,33,38,19,9,10,4,22,-9
HOU,HOU vs. NYK,12/16/2021,L,48,103,34,68,50,11,32,34.4,24,30,80,5,24,29,29,19,4,4,25,-13
PHX,PHX vs. WAS,12/16/2021,W,48,118,42,79,53.2,9,29,31,25,26,96.2,9,38,47,25,20,9,2,23,20
NYK,NYK @ HOU,12/16/2021,W,48,116,39,83,47,17,36,47.2,21,25,84,15,25,40,25,12,8,6,26,13
IND,IND vs. DET,12/16/2021,W,48,122,45,91,49.5,7,32,21.9,25,28,89.3,8,33,41,26,9,6,7,21,9
LAL,LAL @ MIN,12/17/2021,L,48,92,30,78,38.5,12,43,27.9,20,29,69,1,35,36,26,18,6,7,22,-18
ATL,ATL vs. DEN,12/17/2021,L,48,115,41,88,46.6,7,24,29.2,26,34,76.5,10,27,37,22,15,6,3,17,-18
NOP,NOP vs. MIL,12/17/2021,W,53,116,42,89,47.2,13,37,35.1,19,30,63.3,13,44,57,34,20,10,3,13,4
SAC,SAC vs. MEM,12/17/2021,L,48,105,36,88,40.9,13,35,37.1,20,26,76.9,10,35,45,21,18,5,6,20,-19
BOS,BOS vs. GSW,12/17/2021,L,48,107,36,82,43.9,15,41,36.6,20,29,69,11,34,45,20,16,5,2,19,-4
UTA,UTA vs. SAS,12/17/2021,L,48,126,46,93,49.5,13,37,35.1,21,26,80.8,13,37,50,26,13,5,6,18,-2
ORL,ORL vs. MIA,12/17/2021,L,48,105,43,89,48.3,11,32,34.4,8,10,80,9,27,36,23,11,10,5,19,-10
MIA,MIA @ ORL,12/17/2021,W,48,115,41,82,50,19,35,54.3,14,19,73.7,14,32,46,25,17,5,5,14,10
POR,POR vs. CHA,12/17/2021,W,48,125,44,85,51.8,21,47,44.7,16,18,88.9,7,34,41,27,17,7,6,20,9
MIL,MIL @ NOP,12/17/2021,L,53,112,45,104,43.3,14,47,29.8,8,10,80,12,32,44,16,13,12,5,19,-4
DEN,DEN @ ATL,12/17/2021,W,48,133,50,86,58.1,17,38,44.7,16,18,88.9,4,34,38,35,17,9,7,22,18
SAS,SAS @ UTA,12/17/2021,W,48,128,50,100,50,15,41,36.6,13,18,72.2,11,32,43,27,7,8,4,18,2
CHA,CHA @ POR,12/17/2021,L,48,116,44,92,47.8,13,37,35.1,15,18,83.3,10,28,38,29,13,8,4,19,-9
GSW,GSW @ BOS,12/17/2021,W,48,111,39,90,43.3,16,46,34.8,17,21,81,12,33,45,27,14,9,8,25,4
MIN,MIN vs. LAL,12/17/2021,W,48,110,41,98,41.8,12,44,27.3,16,24,66.7,15,46,61,23,15,13,6,25,18
MEM,MEM @ SAC,12/17/2021,W,48,124,45,97,46.4,13,24,54.2,21,27,77.8,12,38,50,25,13,11,3,21,19
LAC,LAC @ OKC,12/18/2021,L,48,103,37,83,44.6,16,39,41,13,19,68.4,7,32,39,26,13,11,3,16,-1
NYK,NYK @ BOS,12/18/2021,L,48,107,35,80,43.8,13,36,36.1,24,30,80,8,34,42,18,14,8,6,21,-7
OKC,OKC vs. LAC,12/18/2021,W,48,104,43,92,46.7,12,31,38.7,6,10,60,17,38,55,23,16,4,4,18,1
MIL,MIL vs. CLE,12/18/2021,L,48,90,35,89,39.3,12,38,31.6,8,11,72.7,13,31,44,18,17,8,4,15,-29
TOR,TOR vs. GSW,12/18/2021,W,48,119,45,90,50,14,38,36.8,15,23,65.2,12,29,41,26,11,13,3,21,19
WAS,WAS @ UTA,12/18/2021,W,48,109,42,94,44.7,9,31,29,16,20,80,11,36,47,27,9,7,4,23,6
BKN,BKN vs. ORL,12/18/2021,L,48,93,39,102,38.2,9,46,19.6,6,8,75,16,35,51,24,16,8,8,14,-7
UTA,UTA vs. WAS,12/18/2021,L,48,103,35,81,43.2,14,44,31.8,19,30,63.3,8,38,46,17,16,5,6,23,-6
ORL,ORL @ BKN,12/18/2021,W,48,100,39,94,41.5,10,31,32.3,12,13,92.3,12,38,50,20,16,6,4,14,7
HOU,HOU @ DET,12/18/2021,W,48,116,46,93,49.5,14,38,36.8,10,17,58.8,13,34,47,27,19,15,5,18,9
BOS,BOS vs. NYK,12/18/2021,W,48,114,42,89,47.2,17,45,37.8,13,17,76.5,12,33,45,23,13,6,3,20,7
DET,DET vs. HOU,12/18/2021,L,48,107,43,93,46.2,10,36,27.8,11,16,68.8,15,27,42,29,21,8,6,24,-9
GSW,GSW @ TOR,12/18/2021,L,48,100,37,79,46.8,11,36,30.6,15,21,71.4,11,36,47,26,20,5,5,21,-19
CLE,CLE @ MIL,12/18/2021,W,48,119,45,90,50,16,45,35.6,13,14,92.9,9,37,46,36,15,11,3,13,29
SAS,SAS @ SAC,12/19/2021,L,48,114,45,91,49.5,12,25,48,12,13,92.3,13,31,44,24,14,7,8,12,-7
DAL,DAL @ MIN,12/19/2021,L,48,105,36,82,43.9,12,41,29.3,21,22,95.5,7,34,41,27,12,5,2,25,-6
SAC,SAC vs. SAS,12/19/2021,W,48,121,46,91,50.5,14,25,56,15,18,83.3,11,29,40,23,12,11,3,19,7
CHI,CHI vs. LAL,12/19/2021,W,48,115,40,93,43,10,30,33.3,25,31,80.6,16,27,43,20,10,10,3,17,5
MEM,MEM vs. POR,12/19/2021,L,48,100,35,91,38.5,9,34,26.5,21,25,84,10,23,33,22,8,13,5,22,-5
PHX,PHX vs. CHA,12/19/2021,W,48,137,54,95,56.8,20,41,48.8,9,13,69.2,10,47,57,35,18,5,8,21,31
DET,DET vs. MIA,12/19/2021,W,48,100,35,75,46.7,8,32,25,22,30,73.3,6,41,47,24,15,4,2,28,10
CHA,CHA @ PHX,12/19/2021,L,48,106,36,100,36,10,45,22.2,24,28,85.7,13,30,43,26,9,12,6,12,-31
LAL,LAL @ CHI,12/19/2021,L,48,110,42,82,51.2,12,34,35.3,14,22,63.6,9,37,46,25,20,6,8,25,-5
MIA,MIA @ DET,12/19/2021,L,48,90,28,74,37.8,13,43,30.2,21,33,63.6,8,31,39,23,13,4,3,27,-10
POR,POR @ MEM,12/19/2021,W,48,105,35,74,47.3,11,32,34.4,24,28,85.7,9,42,51,17,25,4,9,18,5
MIN,MIN vs. DAL,12/19/2021,W,48,111,36,77,46.8,15,34,44.1,24,31,77.4,6,31,37,26,9,6,3,22,6
CHA,CHA @ UTA,12/20/2021,L,48,102,39,101,38.6,15,43,34.9,9,9,100,11,40,51,27,13,7,4,25,-10
OKC,OKC @ MEM,12/20/2021,W,48,102,36,84,42.9,11,38,28.9,19,28,67.9,9,38,47,24,14,7,7,17,3
LAC,LAC vs. SAS,12/20/2021,L,48,92,34,87,39.1,9,32,28.1,15,20,75,9,34,43,18,15,6,5,15,-24
SAC,SAC @ GSW,12/20/2021,L,48,98,37,83,44.6,13,32,40.6,11,16,68.8,6,31,37,23,21,10,3,9,-15
PHI,PHI @ BOS,12/20/2021,W,48,108,36,72,50,10,25,40,26,31,83.9,2,32,34,20,17,11,7,23,5
CHI,CHI vs. HOU,12/20/2021,W,48,133,47,88,53.4,16,35,45.7,23,24,95.8,9,25,34,33,8,7,5,23,15
GSW,GSW vs. SAC,12/20/2021,W,48,113,46,88,52.3,15,37,40.5,6,9,66.7,10,32,42,28,16,12,9,18,15
MEM,MEM vs. OKC,12/20/2021,L,48,99,39,101,38.6,11,32,34.4,10,13,76.9,17,34,51,24,12,9,2,21,-3
HOU,HOU @ CHI,12/20/2021,L,48,118,44,78,56.4,12,33,36.4,18,24,75,7,28,35,27,14,4,4,17,-15
BOS,BOS vs. PHI,12/20/2021,L,48,103,38,82,46.3,7,27,25.9,20,25,80,11,31,42,16,18,9,5,23,-5
SAS,SAS @ LAC,12/20/2021,W,48,116,50,114,43.9,12,37,32.4,4,6,66.7,23,43,66,37,12,11,4,19,24
UTA,UTA vs. CHA,12/20/2021,W,48,112,34,96,35.4,16,53,30.2,28,37,75.7,22,46,68,21,17,4,6,14,10
DAL,DAL vs. MIN,12/21/2021,W,48,114,42,86,48.8,11,34,32.4,19,23,82.6,10,34,44,30,11,11,3,22,12
NOP,NOP vs. POR,12/21/2021,W,48,111,42,80,52.5,12,33,36.4,15,18,83.3,8,36,44,27,16,5,3,19,14
IND,IND @ MIA,12/21/2021,L,48,96,31,87,35.6,11,31,35.5,23,28,82.1,11,31,42,22,12,6,3,13,-29
MIA,MIA vs. IND,12/21/2021,W,48,125,47,95,49.5,22,49,44.9,9,11,81.8,15,38,53,30,11,5,5,21,29
POR,POR @ NOP,12/21/2021,L,48,97,35,78,44.9,13,34,38.2,14,19,73.7,7,24,31,18,11,12,4,17,-14
PHX,PHX @ LAL,12/21/2021,W,48,108,41,93,44.1,12,41,29.3,14,15,93.3,8,45,53,29,16,11,4,18,18
NYK,NYK vs. DET,12/21/2021,W,48,105,40,90,44.4,11,33,33.3,14,19,73.7,13,39,52,22,13,5,7,19,14
